,predict,actual
12427,6737.117116882388,6170
4447,19868.578432848597,22212
10035,13432.402224634534,8638
14487,33899.785980199216,28382
3641,32114.963578531802,32084
12245,20653.911933929397,23446
21211,28230.776058545685,28382
448,9130.891258161355,6170
22256,41039.00484745581,43190
5745,29866.500969302007,25914
10653,30049.118052690104,34552
252,38283.725362617675,40722
3873,19367.97675759624,22212
11753,51587.07433222457,50594
8557,57709.42095963254,59232
20889,38891.09856921072,39488
10551,35729.71415916998,38254
4109,23856.231398025986,18510
3234,26354.239464065733,27148
1341,3832.3160103364025,6170
2553,9771.559446991343,7404
15678,23957.169772704743,27148
6664,41581.6114659443,46892
4957,14177.664864437153,14808
22216,16115.714968400958,14808
21811,59196.10917840514,62934
18765,9699.594884249931,8638
9286,55167.223321467754,55530
6343,31887.617973003245,29616
20838,13567.99684927116,13574
4683,42572.54122063999,44424
12530,13590.783669944529,8638
4917,33387.652329838944,33318
19628,7109.76183278737,7404
9312,24399.378628713297,24680
14135,25224.50327732382,23446
19259,10074.283915511658,13574
16863,36116.46650360484,41956
20279,10439.102442206256,6170
16856,30931.43462585208,30850
4806,25631.537094085383,27148
22003,59214.25531440717,62934
10834,30133.385270914452,30850
5514,37418.6793957107,35786
20254,11390.409187470388,11106
22962,6207.185428129766,8638
22904,51937.38044259192,59232
2109,17515.352045710017,14808
8369,12713.797243802648,9872
19241,41954.31459962674,40722
619,17432.243729594895,17276
22844,21958.89828676319,23446
3413,27488.21652105964,29616
331,38664.72196018438,40722
18077,38180.308083109296,40722
18622,23501.2333774473,25914
21527,26215.592992975016,30850
5587,16466.744911282996,18510
12506,21527.443863758614,23446
4012,48343.861675330365,51828
16906,44953.227534389196,48126
12409,30728.062836446807,30850
20654,58037.003480077634,64168
4160,11956.617039096387,11106
14880,27920.741795484086,28382
15344,45871.65191095583,43190
17761,29285.04138639809,27148
1759,14957.603865066914,16042
21846,16483.070755397763,17276
3165,9688.883319380606,9872
19808,27496.86365880294,27148
2697,38903.872501726,37020
5445,16975.553293829238,17276
8788,27110.655608361816,29616
463,48382.773802869415,50594
22527,45110.56159489148,49360
22814,11206.910221484632,6170
6313,32380.190337165743,28382
20813,32186.024851831124,32084
8691,29650.93653634454,24680
4800,34428.687671516,37020
23570,25232.4092981782,19744
18476,27368.814566515146,34552
8127,18435.399029967863,17276
12688,61746.61049199625,62934
11952,14157.161321269257,14808
3416,14628.820959615374,16042
10713,31707.992653332607,29616
10061,8176.07577663948,9872
13347,22676.712612093725,18510
16761,32100.719422914113,33318
15172,44934.9309558587,43190
21142,31896.352279905434,29616
21539,9137.91591365658,8638
9567,15152.288741172644,18510
19788,21590.005023266396,23446
7582,27342.66145350434,27148
23931,28861.568417236133,30850
24062,48453.14097352489,48126
9364,39794.87297962351,38254
4903,14700.074421507874,9872
16382,7742.392258573555,8638
5960,10683.094861748268,16042
19029,26974.93869080027,23446
16819,17772.030245034366,13574
21057,28879.13998663884,33318
8151,10952.673379602811,13574
21815,18358.559052596644,19744
5532,33507.00805049886,37020
3459,34747.38606063739,32084
10831,20221.22248878303,17276
16039,36702.07622404179,37020
5659,23435.645183324646,23446
21276,25100.040352725424,23446
12914,28127.62527489935,29616
24657,37732.37658546041,34552
3991,4315.376995907748,6170
3243,34535.9152723828,34552
6582,19595.691776127365,20978
1524,28904.13335585433,25914
22892,34620.10312979637,38254
8729,27764.290037471572,24680
24778,26018.29072172839,27148
12394,9146.495180480759,7404
9441,19529.442942120775,16042
879,22808.45548618407,22212
11778,21281.769115502153,18510
8950,28539.604307961898,32084
12202,52758.81176756944,54296
11510,33248.309149520035,29616
11251,23069.68358840951,24680
13323,41111.80560855238,39488
9277,32033.598537037342,34552
21331,40604.62926365196,37020
9211,10380.619967533483,8638
6055,53885.35058249207,59232
16618,20644.976919954348,25914
14658,8229.591804477433,8638
23260,58723.429055735425,60466
18529,28034.414084745134,29616
9619,36024.51313498486,32084
19729,28862.442377695843,25914
3311,10792.709204728933,4936
9219,46120.16427749497,48126
11705,36329.68450125062,34552
17795,9734.930745164089,7404
21295,22685.942563394412,24680
2420,26085.32443965854,25914
9982,23042.802857626844,23446
8999,21089.097155510295,19744
22184,10790.44141097405,11106
2280,63581.28031931321,60466
2814,49873.9626669305,51828
2503,28100.63923194566,34552
14105,23008.91336541403,22212
14740,19343.065016610257,18510
19762,46804.20049503367,44424
8681,26986.67762853357,27148
9978,23672.687505845024,19744
9928,13073.599244189129,7404
5997,55802.81492934213,57998
9322,34955.52370183722,35786
13449,12283.988014630115,12340
18027,36523.79396137269,40722
19057,3425.7049477380815,6170
14178,21819.48753204417,19744
3850,30406.417168599542,24680
17508,9272.875398176468,9872
20291,37461.7982499651,38254
16010,5623.444817267866,8638
3175,15188.632887245643,17276
5319,4780.073994875982,3702
8321,8359.365067438606,4936
3147,10168.506329328779,6170
4872,42139.031167616224,41956
9077,27783.001533111255,30850
21528,5745.190979726451,6170
743,51152.1066928919,61700
21136,40942.229295327226,34552
4145,43805.86299005858,39488
2154,10456.606627817682,7404
15634,37729.82780277659,41956
22211,13945.824792216688,12340
9313,55996.81140017463,54296
21013,20507.525832747524,20978
14485,5069.63904277148,6170
19535,8237.561939908906,4936
14049,15991.570392610753,14808
1951,39381.74106604374,44424
21103,62121.37170415305,65402
10812,30923.98525807538,33318
3544,41234.81941065959,48126
2371,12693.659564172442,8638
21289,29061.48971267814,28382
24915,18215.04583225592,17276
11324,55134.171895187115,53062
17097,37020.572181087235,38254
22152,33019.808441794965,32084
20399,10595.724038294473,6170
8633,36494.758007941724,32084
12665,41731.9484146812,41956
2813,16891.31914242319,14808
9606,11769.13493213231,6170
23585,34925.09763392716,33318
2649,14195.35608567407,9872
20490,47404.272148897726,44424
23146,28954.29845626027,32084
690,35991.72261557919,40722
16092,19032.00844351998,16042
20940,32802.26528474374,32084
12598,29325.541117834262,34552
2080,29022.487302309077,29616
16599,20422.50549808993,14808
7614,15512.088043857239,11106
6887,31486.07899994077,29616
507,34712.509694439635,33318
1314,22847.406102708585,19744
13036,48732.090791021285,49360
15596,42153.87140766096,43190
23524,15906.06004929687,11106
20770,15654.710678207963,8638
22797,1406.1505704960464,7404
24015,28871.562125563523,33318
13620,30106.728478144207,35786
6455,10104.334385540658,11106
15539,38656.67117890667,35786
16336,35661.71503139105,33318
10017,27212.917858257904,25914
15946,39518.19898852072,37020
4874,17774.117389880506,13574
2894,24763.25973995211,24680
4725,25087.507463933878,23446
4348,8132.184198528186,9872
14358,8462.507981166433,11106
22822,9401.786627090281,11106
19825,6615.075610448367,8638
10027,9200.847938035837,12340
2577,36790.20246100864,33318
7274,18058.272600888093,19744
1088,30328.341485541703,29616
16903,21376.687558581383,23446
8766,54043.454801740605,62934
20081,33848.12670559213,29616
11742,20180.469809565468,24680
7996,18774.27980120206,14808
13598,18632.177804856758,18510
14486,37949.95402309002,41956
4401,3374.062154267677,3702
3471,19837.18519400509,14808
10315,40876.85640506509,34552
20167,11778.376891483236,9872
15244,-1186.978179497395,3702
11104,25261.11040582022,24680
8011,30752.580077985047,28382
3374,30008.41876197357,32084
12105,17581.787368571786,19744
12783,31720.272491522537,35786
13096,28806.72800341091,32084
22947,49301.33626743956,51828
10143,4271.279695255869,6170
21434,5289.864116911107,4936
9073,3912.7874015374427,6170
10916,21505.265899164107,18510
886,6821.552741005876,4936
5233,10220.424149090746,9872
4701,40805.77084547622,38254
3282,5569.395752218907,6170
3599,8003.250103171493,9872
20320,48736.30050356356,54296
8585,21004.479611253133,22212
10864,8385.243755993099,11106
12959,12783.419893938202,8638
13314,34733.77500155744,38254
24279,18654.506608018375,19744
20051,23767.99267588529,24680
5727,26341.641732071297,25914
20905,27997.014273221954,29616
438,39004.127867394694,46892
11476,9301.146155918108,6170
1861,13956.114183025915,18510
7597,37878.368078631844,40722
19546,15409.259046435152,9872
15048,42037.93643715966,41956
23580,10745.021152762656,9872
2343,37933.47272514613,39488
21835,32896.144627469606,27148
12177,17630.721032709058,17276
11252,8451.15404407946,6170
17979,38925.079964612196,46892
17686,38135.81994538612,38254
17195,27352.1816600546,30850
24386,25779.067260958567,27148
18817,35141.20633580481,34552
16394,9722.925034823309,6170
1990,32974.579692043466,38254
19848,15850.010886010463,13574
13792,8839.178038852686,6170
2201,45553.96828263048,49360
17641,19211.634576201082,12340
4907,15001.683867020885,11106
21248,5821.178342275245,8638
22951,29543.806813440235,33318
7860,4233.606487829143,7404
24743,45813.923253616886,48126
16928,38316.40141018844,38254
7263,30648.3174368957,29616
16578,40471.60461375512,41956
24106,25804.91664019217,25914
14329,11646.93020210989,12340
4041,31888.772874399507,33318
20893,33479.4345024035,30850
13111,43895.13778661801,41956
15079,41097.55538707403,39488
20268,17784.87624575401,14808
14966,29859.61916952464,29616
15092,25574.19987819771,20978
1113,46685.94289205517,50594
19759,33304.932676220844,32084
4696,13903.386611248901,12340
9562,12893.902338734526,12340
19310,13039.229560007177,12340
8330,9883.765581326274,7404
2008,48148.76912422088,49360
4501,54604.10988752915,62934
168,37525.8504579357,39488
9824,42383.42001069004,41956
22180,30782.702901951623,37020
10534,8218.68549803243,7404
18718,40721.75731558618,40722
20340,11471.507105967314,11106
3473,5659.71239191354,6170
8789,23226.06409082484,25914
6617,37794.37778722907,41956
19453,9697.110465499803,12340
23920,27035.17930715362,28382
11588,23871.352931083282,23446
19354,23425.102626053624,28382
9452,37733.50641088757,43190
4773,40885.833472395876,41956
23379,25869.728974452137,23446
19187,38886.482538779645,33318
16576,47707.94875507458,48126
17308,34394.962278484294,33318
51,30732.70525944831,33318
12822,19126.59463686154,14808
17168,11184.842867546336,8638
21505,5399.10126995771,3702
5053,55809.42169442352,59232
23340,16488.026495136673,17276
9357,40732.8616277805,38254
14780,36356.35576919846,32084
32,50078.06730301643,55530
14843,18642.286123425027,14808
4606,9712.120811889012,11106
18875,30777.053719154603,29616
15976,42499.03910039831,41956
5639,25035.894227121455,29616
2924,33357.479863616674,30850
22998,6223.737426754689,6170
19702,39379.99104601695,39488
23830,18614.21882000001,13574
13742,25899.561632993144,25914
21663,53986.82370475416,55530
3793,34538.248134702895,32084
6220,38015.20957081462,38254
16661,31743.456204424634,34552
11082,15747.941038135588,14808
12863,26258.658092642956,28382
5073,27333.732265737435,22212
15245,27634.338957293206,29616
8933,20245.966047937338,16042
8714,29144.78672706528,29616
20092,25539.461746124194,32084
18680,56493.24280095703,57998
7843,33259.47985939517,37020
7155,30215.625142900026,29616
2656,41982.6787262517,39488
21256,44150.52030512408,46892
5949,20477.459896982822,17276
4237,20839.060755370767,24680
10777,18765.27787640783,18510
12782,48104.65829167416,46892
22742,42297.697651844515,43190
4244,38836.66945896407,33318
1049,41139.500666988424,37020
18426,42385.29417217408,41956
11947,28330.507276185883,25914
16027,39472.10114552599,41956
10021,41875.98639417259,49360
1724,51054.95346824211,49360
11847,36971.902215604525,30850
14641,33755.539823757266,33318
23442,33930.17182171394,38254
10568,35174.42049533178,35786
14745,28704.428863057597,32084
11341,38487.53478393625,34552
18596,33542.959718805694,33318
3470,45090.30752381512,53062
12834,17578.146431134253,19744
19151,30274.47955525684,30850
16392,36755.82457533317,39488
15867,13286.570306927753,8638
8424,15462.216138597516,12340
22486,7575.559842579807,7404
5704,10115.099464057994,8638
22707,44983.21798020566,45658
219,36233.488814830955,38254
9645,39091.264188983274,38254
5874,26072.04578532349,27148
23405,20217.291432525082,17276
23169,17416.000574319783,18510
6358,33003.56580906846,38254
19236,18539.793252573625,17276
17022,24496.98570222392,27148
3388,15627.975442525725,14808
24621,32035.768850754237,35786
9081,36513.0612934481,33318
23426,33375.86950385051,30850
10280,11379.265964306407,8638
6411,18272.800178087025,18510
8842,-1007.7190422513704,6170
21810,27342.195752868905,29616
9732,27524.688673404013,30850
452,5711.892430841221,7404
4025,49927.18488945883,46892
348,27324.3885760515,25914
14417,25728.91093435982,27148
13074,34682.44057155731,37020
10855,9871.875741496666,8638
19107,15511.804676721578,13574
15397,26511.45447145341,22212
17801,34199.542969593385,33318
2585,38579.00864412326,41956
16037,34900.705690371906,34552
5153,8549.390670207727,7404
10761,33469.91806275111,28382
13014,57662.38067341775,54296
6619,18177.80391537719,18510
13840,29168.80690430554,24680
12216,24328.34308582085,23446
7556,23201.183709608013,19744
709,30669.098782157547,29616
17929,8232.133409503038,8638
14264,12967.799728335083,16042
20599,15556.020646687259,18510
13885,36113.777914277896,34552
1948,10790.302168756267,7404
355,49958.95904184037,48126
8679,44381.64643884188,39488
10139,16987.42259848317,14808
19827,42297.47701904348,34552
10657,7414.3919999129885,6170
5441,27800.299016162084,25914
10690,4793.206433584218,7404
10012,2649.7749884767845,6170
11818,6814.523395015114,8638
18942,28975.385924453356,24680
24722,26738.757162335653,29616
9916,29064.310315894887,32084
4340,36152.70532300508,40722
9840,27486.51014922457,24680
13356,18306.775341681583,20978
8688,45322.141372591694,41956
779,4694.4057728656435,3702
23564,37685.50192830221,37020
2931,31718.554027541544,29616
8598,4106.533921901821,6170
13835,23846.14316230503,20978
12736,22207.90227845235,22212
24345,45598.02490397783,54296
13886,40849.91472233225,38254
2269,21387.30359448796,23446
12939,34485.45387791239,41956
7562,13967.71728898261,11106
16751,30460.98887881868,33318
19563,21105.5997007117,16042
8588,34007.83284545504,34552
15099,3051.524427592927,7404
4051,38701.7586164074,40722
24183,11845.728461479644,9872
19183,38193.249553239584,41956
13441,25013.563338093234,19744
15845,9021.81316537372,9872
1227,41323.25494453455,37020
23117,47289.07165635034,48126
18339,52969.083722899726,53062
3283,27062.368263372042,22212
11009,48075.75722827323,48126
22066,38080.51828511474,40722
14573,8241.844818856662,8638
12755,28206.202468150965,27148
5492,9438.661627030473,7404
24162,28704.944217402935,32084
22750,38342.387806743514,34552
7417,56335.61978090489,57998
8289,5351.829738822842,7404
23512,39431.14612649671,35786
16435,41077.0022562423,39488
2494,24770.154452727984,19744
22002,21388.62471476484,27148
10278,33729.89820257621,38254
22219,7301.786505307174,12340
13721,41634.99817096904,40722
3957,27237.856545683007,23446
21851,5870.1273789066545,4936
2105,49371.65045023641,45658
17804,59030.03301632279,60466
24871,48841.74664276185,48126
12469,6826.429995685339,6170
11907,27211.862471158674,29616
6929,19324.047698348913,18510
2696,47191.40105545937,48126
18006,32142.723094186207,28382
11687,42366.18164584537,38254
7210,16633.41102273699,17276
18062,29073.81968163619,27148
15513,18223.182711083522,20978
17067,21049.439822891225,19744
12009,52090.67309175605,51828
13970,61419.828122693565,62934
10756,43639.215259129065,51828
6669,46500.35843841743,49360
6224,33699.91120286349,37020
18940,22889.55507564728,23446
21424,53019.655245951246,57998
21292,34706.94148444192,37020
11925,33433.07000961217,34552
9298,12819.074971845865,6170
15654,56664.129867624724,62934
20424,38709.533398057596,35786
4394,50725.546011765706,55530
12100,36490.262422201195,39488
14743,27196.375235622912,32084
3972,37597.16888633145,35786
24081,25216.331846984576,27148
21056,25762.353165162658,24680
18884,19343.302215513795,18510
8460,12686.132222356717,8638
11967,39011.35624146338,32084
2193,39064.91808886183,39488
16663,29179.563518886334,29616
22674,38246.406744446635,37020
16629,20537.035947168915,17276
18206,8290.794229749392,8638
7653,31554.078902502803,35786
23603,30771.83324690238,35786
5169,25906.480550393724,28382
17687,26474.378711797744,29616
8672,13080.111170874588,9872
18368,18182.210506568008,22212
21884,36688.03561151573,32084
19403,21904.33100232017,16042
12694,29902.262830889387,28382
12922,5419.875232330307,7404
22210,38120.62069922966,34552
10757,35620.99954776624,32084
6297,34091.40977842326,30850
13780,29992.95494056641,35786
10718,18504.133896788968,16042
24946,14925.00986346543,9872
3681,28695.52754979326,32084
12033,25086.505789156494,27148
14568,33494.90019212637,37020
16370,22426.973518510888,18510
7275,53337.84671168121,50594
7875,31694.856170859195,32084
15470,25236.104890476672,22212
2474,31870.967993442315,30850
8108,42242.30409619052,38254
19193,39671.41293612686,35786
6919,44993.63380362345,45658
11075,13322.67770523814,7404
21252,41043.697072774434,39488
7256,36558.790066507645,32084
5076,16991.63845530353,17276
7214,19022.18463828884,14808
22343,9201.516196454008,8638
23991,44189.6045785771,40722
1880,33009.09732613462,27148
12988,35295.20177320784,38254
7660,30485.56813952727,25914
14827,10558.141554856848,8638
5605,10524.536632331248,13574
16686,40681.858978720426,41956
5590,40347.988423847055,37020
23601,33948.73997038134,27148
2763,36126.12331950806,41956
5023,21986.34313408588,22212
14100,20808.421881639762,18510
18191,43790.89258458537,49360
18268,27383.8045510346,25914
11147,11129.42919270478,7404
18220,22828.743051083264,20978
10259,25857.49718150737,30850
22681,13850.789258417131,16042
7754,38917.35548624971,34552
12759,35046.1232506543,38254
17955,47417.154588890044,54296
13490,33949.408424591136,34552
12624,6014.09055116206,8638
735,4851.8105834335765,4936
17612,14851.554473216713,12340
18524,6491.932281570693,3702
23541,25646.11949989577,24680
2162,55624.87139074078,56764
7457,36109.460840968044,38254
14814,12920.70903898112,13574
24339,16583.093260765505,18510
16483,18154.835187854704,18510
13949,40619.754925882036,38254
183,44024.456524300724,37020
19561,28367.628381486473,35786
4992,7792.446052027975,11106
6718,6187.815764739402,9872
6936,40019.21746219596,38254
4089,47543.75832387456,49360
19846,20633.398212530832,23446
14081,36179.114841435185,39488
17027,28971.555185542788,29616
17893,27478.567658557593,22212
4941,36445.87139827486,35786
5313,22843.734951596653,29616
6217,17119.490788049192,17276
12967,39353.251474570134,38254
6398,14054.521589561662,8638
20869,31254.153295082364,30850
10306,58100.62484611508,62934
9181,30186.60624738162,34552
11829,25478.956501471555,27148
8456,26837.85997528884,24680
24707,10509.07464444929,9872
12146,33252.75179271033,28382
14717,29390.53150431151,25914
16701,35127.52387921197,33318
13388,9028.827093191596,7404
16888,25807.114028488162,28382
6807,28102.32215371925,32084
19128,22805.586573963337,25914
3571,34437.31080842632,35786
17821,33142.329291370566,34552
14701,46457.10876415143,46892
17604,22198.62746646293,22212
15557,27348.136804985606,25914
20619,37364.443321333136,38254
2017,-1082.1531543170986,3702
15100,1799.1783938084536,3702
14011,7537.913817901591,7404
16042,29143.806668242632,28382
19271,18358.62829149692,20978
19752,30350.847842654657,35786
20778,37776.69412383011,38254
3710,57063.56504346838,61700
15631,34296.5325973679,29616
17358,35474.927185261,28382
9046,8635.984762394544,7404
1725,61108.8200599206,60466
23321,7312.815878729091,7404
914,41836.27426192869,41956
8135,27722.59551997479,29616
1470,30013.23866909948,25914
5065,27666.121687204544,24680
1780,27350.228214274455,27148
10474,38168.14333232849,40722
11398,39090.85667336029,38254
14146,11441.55330659011,7404
8570,4460.89644179193,6170
7405,13475.57370148541,9872
11830,53959.05420635693,59232
2077,27606.96231292611,25914
10541,25233.065495235503,25914
9135,26986.3405364573,25914
18045,17983.628540817037,14808
17016,27518.366780186625,25914
19751,21238.11594023429,24680
8813,25596.087695137125,22212
23072,8507.692532137142,6170
2108,10412.175838213156,8638
21630,21327.762686227463,16042
18854,25869.179392995444,27148
20956,6757.472529184199,7404
9445,30190.57483738349,37020
15509,6959.364344155632,7404
6125,22866.351903072784,18510
13352,19225.097174343085,16042
13243,133.0847674938159,6170
10114,51182.712291274875,54296
10704,31830.61250046168,35786
19734,24211.276150520327,19744
794,39593.04048785309,34552
8811,40392.54444058692,39488
12828,32316.773853933777,33318
13763,6499.251518181283,4936
8251,11791.562876420869,8638
150,37510.22207309117,32084
22777,49831.9392947045,49360
13130,50859.88663206443,60466
9274,17167.465579246316,17276
9214,26535.496204267434,24680
5118,25427.75008036585,25914
21645,37285.26552923398,33318
11121,23888.511829069488,27148
12658,23216.146084777378,24680
16657,11352.990595194811,13574
15586,10972.099896371774,11106
22839,26548.308759434738,30850
22187,28052.13055453518,28382
322,3661.7547400703834,6170
5625,36620.35440262095,39488
3719,20069.03926728833,23446
8683,27051.646807366204,22212
17992,22172.813671210104,25914
8413,30765.626236675937,37020
19692,13760.381579744582,13574
5557,25032.171510480228,29616
19781,42914.13133042454,48126
15616,9558.125591938977,11106
17814,8146.633795676826,9872
221,21485.766619552407,19744
21453,10477.303472808155,8638
18311,38753.655178169865,41956
8264,36841.24513603109,38254
20631,8426.890202135939,7404
1011,35376.433628391795,34552
23860,14162.553884476321,16042
19394,11702.747263372497,7404
10039,20927.786366840086,16042
13213,30742.82389743287,32084
7986,9511.02765507279,7404
18687,39515.303633078205,38254
8860,58632.19596614508,59232
15750,30526.94358363332,30850
14964,28484.269473625485,32084
21226,34545.78981387446,37020
8351,38415.657365373896,38254
21531,42076.094112064864,49360
16512,9614.323764937808,6170
19173,37537.79629553233,37020
18398,42405.342204211265,34552
24728,38232.19805771869,41956
24181,32861.175983215304,30850
22135,27876.33048234091,32084
16068,36827.45252488805,34552
5792,18880.75302016386,13574
22549,10075.18040445764,8638
24322,47435.50230440273,49360
21414,5485.355192553898,6170
20071,33759.82402232573,35786
18350,14511.717509328337,17276
22117,59826.91635141452,62934
7810,23742.032453715994,28382
10532,42609.141533804446,40722
21567,13182.860733056401,7404
1251,56221.80621867995,54296
15568,12211.958460032914,16042
640,45455.62479222329,45658
6813,25176.671921718378,19744
24274,35725.40395437305,37020
3645,17722.762576624482,17276
1425,29767.41186797554,24680
1001,53605.093974237825,49360
17052,16479.837707457136,16042
13216,12574.849450758356,8638
17576,43417.596994547115,39488
24596,37815.62781274732,39488
22166,33192.56358568445,28382
2103,57064.91938769752,59232
18104,10221.37965305822,7404
17349,49054.12407884421,45658
12334,39712.11538913945,37020
6152,11368.558083413067,13574
5765,46908.78500927801,49360
20314,43765.40135380147,39488
13501,46741.949540320275,45658
23101,8540.490702902718,7404
10263,27124.996177283785,25914
20414,12856.000310131098,12340
10204,46453.198528132125,50594
13330,19357.26578591815,19744
11551,43726.61402744702,43190
7411,26771.666484755362,25914
15938,41911.32234702277,35786
21224,39766.13587041552,41956
5991,33634.95580807454,33318
16607,28594.742071684766,32084
16763,28631.55300404018,30850
14462,6947.841438869514,8638
21692,40451.239590881756,34552
23331,49807.51961990907,54296
20924,29683.29939706566,25914
11853,3786.0424870833967,6170
16720,47035.19066445605,55530
5010,36843.337325294306,40722
16202,24015.014950341894,23446
23137,29225.264083414608,29616
9648,35929.83637613126,38254
17359,7311.950825585562,6170
18481,14781.635461291487,14808
4684,42344.97999760002,39488
639,30406.727138945724,34552
8208,7655.445856403976,8638
16726,39653.957972795324,37020
18209,379.4378062418691,3702
4794,14752.553776602317,17276
12324,39325.9224246403,39488
2791,26874.295842820793,24680
14753,42311.23025995807,44424
12331,25965.552834998907,27148
1592,46911.26790321541,53062
17142,41869.19160976443,39488
5800,24383.094482164193,22212
15653,13987.752251279684,16042
12335,17364.159763897384,19744
11088,51099.073915091474,60466
9095,24702.013450171347,23446
7004,28896.929745225018,25914
3181,48226.12130648336,53062
23437,47544.30577739721,46892
19503,25385.60580573389,28382
7229,12506.596418965366,7404
19181,25455.577271421247,23446
10023,37011.78734524045,37020
13202,43780.88006094126,45658
15055,40722.6214406281,45658
15788,49470.536873388046,48126
21470,35053.727424073666,34552
7218,36399.68310239348,32084
17850,15009.0991523107,16042
21911,37014.84089789164,38254
340,28381.472745042756,34552
22574,39165.232037796624,35786
7497,28778.03389991478,28382
24556,13246.832305175034,14808
16948,9655.643924954129,8638
19514,14165.225036068281,16042
13067,9324.62206170133,8638
14772,1338.597039631687,7404
20945,13663.256102961266,13574
6537,7383.625811785706,8638
3073,38755.88835989359,37020
8143,9457.79526236753,11106
4947,28676.160236473606,27148
6017,52870.335852258984,56764
6868,6915.629715405128,7404
11331,10224.288722773514,8638
8217,10315.573628518066,8638
16235,9124.669200354538,8638
21086,24408.564007736284,20978
19358,18305.519041404263,20978
9844,54115.58999974452,53062
13998,30451.986473235313,29616
17391,44179.25412575423,48126
11784,35624.8438311941,34552
10166,13663.345330323127,9872
7710,3684.290932513224,6170
22438,15216.376998159241,16042
10693,12778.054842422242,9872
2032,8407.269244086092,8638
5157,28579.20955593484,32084
15961,21491.187317009357,19744
11248,23310.575890473337,19744
13297,41968.474183969825,40722
20454,5661.17597480607,6170
22631,30562.743219596305,28382
20053,43448.87826139254,39488
21796,8204.771441497593,8638
15434,28058.16103504,22212
22723,7457.092376218977,8638
8398,19504.108181135267,16042
12654,27987.198997347044,25914
23120,39674.560914599664,43190
19871,20200.63627198904,13574
15769,16433.391300828414,16042
24164,41211.41388252082,39488
13809,44785.14244061857,40722
12016,37101.412914900204,40722
5211,41132.40445075775,48126
5855,49288.56175196906,46892
15900,25797.728149564155,27148
413,5655.24069219225,8638
14131,24005.175678033593,24680
12164,38914.73513158175,39488
1378,13708.215054142482,17276
8865,34637.52847157755,38254
16830,8301.839107227632,8638
24963,11876.995705984584,12340
10962,24854.305759257986,25914
20423,50892.63022636078,50594
17507,33591.680444774596,34552
6346,39397.46586587689,34552
9255,34689.52674173226,38254
11987,7088.136400619365,6170
3736,37138.35729417991,33318
9544,14815.89838306823,14808
22356,26074.855360569298,29616
16989,29782.066302210602,34552
18997,21076.223710199298,19744
22321,22506.1431744121,28382
10199,56883.35928089851,59232
9975,29142.9569712235,24680
8744,26845.862800248888,29616
14514,8209.547284423656,8638
21577,6485.911512628869,8638
5641,14584.14401895085,12340
15083,11446.834624557025,8638
2226,25554.48537900453,27148
23444,30533.345640898213,33318
19368,20452.589081867503,18510
18497,49254.96411401313,49360
7269,27976.065596635945,25914
9554,21300.480267978637,23446
7366,14349.468290023618,14808
20932,21799.55050211917,22212
14911,33663.830822926524,35786
3321,34837.19191782074,39488
16217,17571.816839142008,13574
10837,30524.710886433033,32084
24720,18687.81151792131,13574
1727,24592.886198225646,23446
22323,46612.9315468422,50594
9941,19385.818709371386,19744
858,36241.60215365379,39488
20662,25521.197388121633,19744
19317,19276.93689940185,17276
10725,32289.47041080006,29616
13869,33690.763535089725,30850
2690,38779.896739651485,33318
249,12214.699552338083,13574
7753,18136.81551157131,20978
9470,22670.227904899464,24680
15252,33521.29645738094,30850
22147,32425.194622773102,29616
2861,37655.45876092082,32084
3706,27399.68801430752,32084
24989,19615.08796977971,19744
21916,28591.25580576758,27148
15699,30923.711966925955,30850
22526,30946.833163971154,34552
17050,36786.02903383155,38254
16328,10250.839160486845,8638
20874,35271.555160009484,35786
17322,54382.6165221852,54296
19901,9475.835176466819,11106
7482,32768.614491807515,30850
4557,53924.84391005941,55530
16035,23495.089799329377,24680
22807,34711.59213798378,38254
4238,43161.89244309331,46892
7027,38234.904697951744,39488
13510,42781.97125400006,46892
3659,18362.387861260144,18510
9610,7351.514416487927,4936
4037,31552.123121953184,33318
21338,55154.40366143442,49360
13814,6205.195877257609,8638
8305,32060.357976972384,33318
2797,32768.041880377445,32084
10890,33253.905851446456,34552
7068,14423.353693694868,13574
18159,16159.835859350373,17276
11959,16292.095199621233,14808
16766,7071.100477268263,7404
5815,10627.0610634384,6170
3268,5342.459968781315,7404
13503,36520.06981930995,39488
10271,388.34922369545166,3702
3464,38807.852801043555,38254
1444,36444.74470533799,37020
8704,31004.706935529164,28382
5651,19189.6280352007,16042
14173,17507.26978071744,17276
13841,13848.562602846821,12340
11159,9180.190743791612,6170
8261,27221.046587069875,24680
7535,39276.46795534904,38254
24479,46970.44799337159,48126
7575,16238.680993717964,17276
11756,42387.79939758485,41956
6022,50041.30102783303,45658
8761,14522.178061333656,17276
14348,55695.881666300396,60466
19030,32066.929876608447,29616
24445,35895.78233567151,29616
11893,26913.81122755136,27148
24483,44688.52158148539,39488
11199,19151.990579153542,18510
21892,21364.31864139997,19744
14574,42605.937787962146,48126
15408,19075.503605638434,23446
13559,42289.38306441899,39488
335,28932.01522460281,32084
16108,24639.379461835026,19744
20799,22219.732730370743,17276
23660,42770.06670631177,40722
24368,3713.303128013752,7404
22966,28922.307356040852,33318
4141,28104.655560951473,28382
20155,34396.54668562053,32084
23207,10181.713785035667,7404
2724,39698.19623773226,39488
11323,13504.99285303364,7404
22316,30631.084029968555,29616
