,predict,actual
4447,20910.758686171852,22212
10035,12355.5559616893,8638
14487,33574.260031877835,28382
3641,30607.81835892941,32084
12245,20754.987801427884,23446
21211,28851.622815395585,28382
448,10659.116947850374,6170
22256,41271.97157275323,43190
5745,30465.635476595486,25914
10653,28439.111339893236,34552
252,39062.163669669884,40722
3873,21951.5336361601,22212
11753,50583.920359373216,50594
8557,57043.98518146922,59232
20889,39020.95049335038,39488
10551,36311.24941116032,38254
4109,24688.635307714936,18510
3234,26458.53114593115,27148
1341,3658.1703548728306,6170
2553,9104.973108617713,7404
15678,24573.965307018138,27148
6664,40960.31751099294,46892
4957,13767.74150313273,14808
22216,15963.849111533682,14808
21811,58983.35219911179,62934
18765,10659.229240122715,8638
9286,54632.23786635706,55530
6343,31818.064488344015,29616
20838,14051.882683255888,13574
4683,42028.60534261831,44424
12530,13740.228621495602,8638
4917,34156.24268680654,33318
19628,7807.345275598741,7404
9312,25087.446488534893,24680
14135,25802.979374352813,23446
19259,9476.38370007289,13574
16863,35440.05793287078,41956
20279,12199.672784672986,6170
16856,31818.064488344015,30850
4806,25999.85114314395,27148
22003,58267.93160556621,62934
10834,29195.63281748598,30850
5514,37636.277833544074,35786
20254,10929.670125563485,11106
22962,6752.982323200448,8638
22904,52124.363903923484,59232
2109,17788.54612847945,14808
8369,13281.548618708404,9872
19241,40717.3895071893,40722
619,17788.54612847945,17276
22844,22066.2036368569,23446
3413,27398.224097632643,29616
331,38906.28049265358,40722
18077,37095.2837703902,40722
18622,23492.089472982712,25914
21527,26114.52114384075,30850
5587,16477.33029305044,18510
12506,20754.987801427884,23446
4012,47461.59550940847,51828
16906,43995.37294962568,48126
12409,31703.394487647212,30850
20654,56328.564587923654,64168
4160,12314.342785369787,11106
14880,28141.15757281534,28382
15344,45265.487901007524,43190
17761,29195.63281748598,27148
1759,16605.700588429627,16042
21846,16592.000293747238,17276
3165,10773.786948547173,9872
19808,27884.416982056962,27148
2697,37893.018424302456,37020
5445,16889.954060825126,17276
8788,27040.626093132196,29616
463,47846.81868781838,50594
22527,45008.6350179768,49360
22814,9348.013404693704,6170
6313,32047.40448973761,28382
20813,32047.40448973761,32084
8691,30094.224885140306,24680
4800,35183.3173421124,37020
23570,25147.315310502134,19744
18476,27425.736979269765,34552
8127,19214.431964605268,17276
12688,61747.8544600314,62934
11952,14166.552683952686,14808
3416,17444.536126389055,16042
10713,32047.40448973761,29616
10061,8206.268748691045,9872
13347,21195.012158567355,18510
16761,32858.727146059915,33318
15172,45421.258785751495,43190
21142,31818.064488344015,29616
21539,9462.571113118158,8638
9567,14592.764454137425,18510
19788,21438.052454643344,23446
7582,28026.487572118538,27148
23931,29310.302818182783,30850
24062,48786.51163951988,48126
9364,39176.83367036669,38254
4903,14936.774456227822,9872
16382,9462.571113118158,8638
5960,11855.662782582589,16042
19029,27540.406979966563,23446
16819,16504.843174687558,13574
21057,29223.033406850762,33318
8151,10815.000124866687,13574
21815,16889.954060825126,19744
5532,33216.4374428327,37020
3459,34271.024979775684,32084
10831,21722.193634766503,17276
16039,36439.731998811854,37020
5659,24917.975309108533,23446
21276,25431.45649062529,23446
12914,29567.04340894116,29616
24657,37406.93783215048,34552
3991,4029.580946328008,6170
3243,34899.17616198924,34552
6582,19214.431964605268,20978
1524,29080.962816789182,25914
22892,34156.24268680654,38254
8729,29181.82023053124,24680
24778,25715.709963020792,27148
12394,9416.514878105652,7404
9441,18687.250488406124,16042
879,23148.079470892317,22212
11778,20938.271567808977,18510
8950,28709.552225334006,32084
12202,51867.62331316511,54296
11510,33243.95032446983,29616
11251,23661.560652409073,24680
13323,40318.46603409699,39488
9277,31919.034194358424,34552
21331,39062.163669669884,37020
9211,11740.99278188579,8638
6055,53206.352030231246,59232
16618,21965.233930842493,25914
14658,8077.898453311857,8638
23260,56787.24459071085,60466
18529,27540.406979966563,29616
9619,36568.10229419104,32084
19729,30277.5086515214,25914
3311,10659.229240122715,4936
9219,46462.03373573974,48126
11705,36210.39199741826,34552
17795,8334.639044070234,7404
21295,21181.311863884966,24680
2420,26229.191144537548,25914
9982,23606.759473679514,23446
8999,20410.977799337485,19744
22184,9348.013404693704,11106
2280,63403.08029755082,60466
2814,50198.697180963296,51828
2503,27999.08698275376,34552
14105,22964.907996783568,22212
14740,20640.31780073108,18510
19762,46306.262850995765,44424
8681,27884.416982056962,27148
9978,25032.645309805335,19744
9928,13740.228621495602,7404
5997,54976.247868447455,57998
9322,35710.49881831155,35786
13449,10544.559239425917,12340
18027,36325.06199811506,40722
19057,4726.233601953515,6170
14178,20241.506619911128,19744
3850,29466.07370292675,24680
17508,8050.497863947077,9872
20291,39291.50367106348,38254
16010,6266.789438776128,8638
3175,16133.320290960039,17276
5319,5299.58360543751,3702
8321,9347.901112421358,4936
3147,9861.49458621046,6170
4872,41684.595340527914,41956
9077,27884.416982056962,30850
21528,6381.459439472927,6170
743,50056.62659090172,61700
21136,40488.0495057957,34552
4145,42413.71622875588,39488
2154,10659.116947850374,7404
15634,35825.28111128069,41956
22211,14822.104455531024,12340
9313,55232.87616693349,54296
21013,21722.193634766503,20978
14485,6496.129440169726,6170
19535,10315.106945759977,4936
14049,15707.108520775302,14808
1951,39974.4560320066,44424
21103,61835.123871363416,65402
10812,30864.558949687787,33318
3544,41913.823049649174,48126
2371,12470.2259623861,8638
21289,30149.138356142208,28382
24915,17843.45959948136,17276
11324,54490.05498402314,53062
17097,37209.95377108699,38254
22152,34412.98327756492,32084
20399,10888.456949243973,6170
8633,36325.06199811506,32084
12665,40373.37950509891,41956
2813,16133.320290960039,14808
9606,12199.672784672986,6170
23585,34555.16615989884,33318
2649,13896.111798511918,9872
20490,46278.74996935864,44424
23146,28466.511929258017,32084
690,35311.68763749159,40722
16092,21722.193634766503,16042
20940,33101.87973440825,32084
12598,28783.121341983635,34552
2080,27884.416982056962,29616
16599,19526.086026365552,14808
7614,13882.41150382953,11106
6887,30250.108062156618,29616
507,34669.836160595645,33318
1314,21836.8636354633,19744
13036,48630.74075477591,49360
15596,42583.18740818224,43190
23524,15051.44445692462,11106
20770,13382.63061699516,8638
22797,907.3683886356054,7404
24015,29195.63281748598,33318
13620,32459.91596523996,35786
6455,10659.116947850374,11106
15539,38947.49366897309,35786
16336,35013.84616268604,33318
10017,26229.191144537548,25914
15946,39291.50367106348,37020
4874,17903.216129176253,13574
2894,25032.645309805335,24680
4725,25546.12649132209,23446
4348,6752.982323200448,9872
14358,8064.198158629467,11106
22822,7692.7875671742895,11106
19825,6523.642321806849,8638
10027,10888.456949243973,12340
2577,39062.163669669884,33318
7274,18572.58048770932,19744
1088,29324.00311286517,29616
16903,23606.759473679514,23446
8766,52422.31767100138,62934
20081,33486.99062054581,29616
11742,20525.647800034283,24680
7996,18444.210192330134,14808
13598,18985.09196321167,18510
14486,37521.60783284728,41956
4401,3873.697769311689,3702
3471,20113.136324531937,14808
10315,40602.7195064925,34552
20167,11544.121013094651,9872
15244,-403.95973906575216,3702
11104,26458.53114593115,24680
8011,29695.413704320352,28382
3374,28594.882224637207,32084
12105,16876.253766142738,19744
12783,30506.848652914996,35786
13096,29351.403702229953,32084
22947,48387.70045869992,51828
10143,5070.2436040439125,6170
21434,6725.469441563325,4936
9073,3772.840355569629,6170
10916,23262.749471589115,18510
886,6253.201436366079,4936
5233,10888.456949243973,9872
4701,40717.3895071893,38254
3282,5299.58360543751,6170
3599,6395.2720264276595,9872
20320,48259.33016332072,54296
8585,21722.193634766503,22212
10864,8192.568454008655,11106
12959,13625.558620798802,8638
13314,35068.6473414156,38254
24279,20640.31780073108,19744
20051,24546.564717653357,24680
5727,24505.463833606187,25914
20905,27884.416982056962,29616
438,38548.57019588079,46892
11476,9347.901112421358,6170
1861,14281.222684649485,18510
7597,36325.06199811506,40722
19546,13767.74150313273,9872
15048,41414.04216281481,41956
23580,10888.456949243973,9872
2343,38947.381376700745,39488
21835,33358.62032516662,27148
12177,18985.09196321167,17276
11252,8889.221109634162,6170
17979,38177.159604425615,46892
17686,37750.94783424088,38254
17195,28851.622815395585,30850
24386,24175.15412619818,27148
18817,34899.17616198924,34552
16394,8307.238454705455,6170
1990,35068.6473414156,38254
19848,16477.33029305044,13574
13792,10773.786948547173,6170
2201,46063.11026264744,49360
17641,18059.099306192566,12340
4907,15078.957338561744,11106
21248,5253.527370425006,8638
22951,29181.932522803592,33318
7860,3502.399470128861,7404
24743,45265.487901007524,48126
16928,39176.72137809434,38254
7263,30621.518653611794,29616
16578,39346.30484979304,41956
24106,26256.59173390233,25914
14329,10118.235176968838,12340
4041,32858.727146059915,33318
20893,32304.14508049599,30850
13111,43454.49117874414,41956
15079,41913.823049649174,39488
20268,19443.77196599887,14808
14966,30621.518653611794,29616
15092,26458.53114593115,20978
1113,47232.255508014874,50594
19759,31932.73448904081,32084
4696,12328.155372324522,12340
9562,13510.888620102003,12340
19310,12328.155372324522,12340
8330,9618.45429013447,7404
2008,47617.47868642478,49360
4501,54205.91380389998,62934
168,36824.84288494942,39488
9824,40731.08980187169,41956
22180,30506.848652914996,37020
10534,9233.231111724559,7404
18718,40602.7195064925,40722
20340,10787.599535501906,11106
3473,6496.129440169726,6170
8789,22180.8736375537,25914
6617,38392.79931113682,41956
19453,9118.673403300103,12340
23920,27425.736979269765,28382
11588,26229.191144537548,23446
19354,23120.678881527536,28382
9452,36480.83288285903,43190
4773,39291.50367106348,41956
23379,27540.406979966563,23446
19187,39062.163669669884,33318
16576,47388.13868503118,48126
17308,34669.836160595645,33318
51,29195.63281748598,33318
12822,19329.10196530207,14808
17168,9476.38370007289,8638
21505,6725.469441563325,3702
5053,54976.247868447455,59232
23340,17261.364652280306,17276
9357,40373.37950509891,38254
14780,36095.72199672146,32084
32,50198.697180963296,55530
14843,17930.72901081338,14808
4606,10544.446947153576,11106
18875,30736.188654308597,29616
15976,41913.93534192151,41956
5639,25032.645309805335,29616
2924,31790.663898979234,30850
22998,6610.799440866525,6170
19702,39433.57426112507,39488
23830,17673.876127782652,13574
13742,25999.85114314395,25914
21663,53206.352030231246,55530
3793,33757.431505986584,32084
6220,37636.277833544074,38254
16661,30878.259244370172,34552
11082,13625.670913071152,14808
12863,26343.861145234347,28382
5073,27769.74698136016,22212
15245,27655.07698066336,29616
8933,20126.836619214326,16042
8714,27769.74698136016,29616
20092,24175.15412619818,32084
18680,56273.65111692174,57998
7843,33243.95032446983,37020
7155,30277.5086515214,29616
2656,41799.26534122472,39488
21256,43569.04888716858,46892
5949,19512.38573168316,17276
4237,21836.8636354633,24680
10777,18059.099306192566,18510
12782,49185.32282033983,46892
22742,41913.93534192151,43190
4244,38947.381376700745,33318
1049,41771.752459587595,37020
18426,42143.27534331511,41956
11947,28966.292816092384,25914
16027,37608.87724417929,41956
10021,42583.18740818224,49360
1724,50212.39747564569,49360
11847,36824.84288494942,30850
14641,33060.77885036108,33318
23442,33587.96032656022,38254
10568,34899.17616198924,35786
14745,28851.622815395585,32084
11341,38961.193963655474,34552
18596,34101.441508076976,33318
3470,45036.14789961393,53062
12834,17504.404948356296,19744
19151,28837.922520713193,30850
16392,37764.535836650924,39488
15867,13166.878618011606,8638
8424,15349.398224002513,12340
22486,8036.68527699234,7404
5704,10659.116947850374,8638
22707,44536.367012779556,45658
219,35554.72793356758,38254
9645,38832.82366827629,38254
5874,26316.46055586957,27148
23405,20356.176620607926,17276
23169,17673.876127782652,18510
6358,33202.737148150314,38254
19236,18201.169896254145,17276
17022,24803.305308411735,27148
3388,17376.034652977105,14808
24621,30864.558949687787,35786
9081,36453.43229349425,33318
23426,33587.96032656022,30850
10280,12199.672784672986,8638
6411,16876.253766142738,18510
8842,-403.95973906575216,6170
21810,27425.736979269765,29616
9732,28040.18786680093,30850
452,4712.645599543467,7404
4025,50597.50836178326,46892
348,25958.750259096778,25914
14417,25445.269077580022,27148
13074,34669.836160595645,37020
10855,10773.786948547173,8638
19107,16018.65029026324,13574
15397,26229.191144537548,22212
17801,34669.836160595645,33318
2585,39704.01514656583,41956
16037,34669.836160595645,34552
5153,8050.497863947077,7404
10761,34885.47586730685,28382
13014,56645.06170837692,54296
6619,17316.16583100987,18510
13840,29324.00311286517,24680
12216,24803.305308411735,23446
7556,22323.056519887625,19744
709,29310.302818182783,29616
17929,8091.598747994248,8638
14264,11287.380422336273,16042
20599,14024.482093891107,18510
13885,36352.462587479844,34552
1948,9118.673403300103,7404
355,49272.59223167185,48126
8679,43440.678591789394,39488
10139,17788.54612847945,14808
19827,42312.74652274147,34552
10657,9462.571113118158,6170
5441,27884.416982056962,25914
10690,5299.58360543751,7404
10012,2076.5136340030404,6170
11818,6908.753207944416,8638
18942,29695.413704320352,24680
24722,27797.14757072494,29616
9916,29195.63281748598,32084
4340,36095.72199672146,40722
9840,27540.294687694222,24680
13356,19782.82661712393,20978
8688,43995.37294962568,41956
779,5299.58360543751,3702
23564,38947.49366897309,37020
2931,32074.805079102392,29616
8598,4955.573603347113,6170
13835,24573.965307018138,20978
12736,21836.8636354633,22212
24345,44481.45354177765,54296
13886,41913.93534192151,38254
2269,21951.5336361601,23446
12939,33000.91002839384,41956
7562,13524.701207056742,11106
16751,31304.471014554914,33318
19563,19842.695439091167,16042
8588,33757.431505986584,34552
15099,4726.233601953515,7404
4051,40474.236918840965,40722
24183,12314.342785369787,9872
19183,37338.32406646618,41956
13441,23606.759473679514,19744
15845,10659.116947850374,9872
1227,41900.12275496678,37020
23117,46407.12026473783,48126
18339,53036.768558532545,53062
3283,27999.08698275376,22212
11009,48415.101048064695,48126
22066,37750.94783424088,40722
14573,9233.231111724559,8638
12755,27999.08698275376,27148
5492,9389.114288740873,7404
24162,28851.622815395585,32084
22750,39406.06137948794,34552
7417,55659.200229390575,57998
8289,3901.210650948819,7404
23512,38548.57019588079,35786
16435,41157.30157205643,39488
2494,24803.305308411735,19744
22002,19856.39573377356,27148
10278,33473.290325863425,38254
22219,9003.89111033096,12340
13721,42257.833051739566,40722
3957,27884.416982056962,23446
21851,6725.469441563325,4936
2105,49158.03452324739,45658
17804,57814.20695374436,60466
24871,48630.74075477591,48126
12469,7922.0152762955395,6170
11907,25844.08025839998,29616
6929,20410.977799337485,18510
2696,47860.406690228425,48126
18006,31919.034194358424,28382
11687,41372.94127876764,38254
7210,15963.849111533682,17276
18062,28966.292816092384,27148
15513,16903.654355507515,20978
17067,22066.2036368569,19744
12009,50969.031245510785,51828
13970,59538.046556948066,62934
10756,43610.26206348811,51828
6669,46948.11432789171,49360
6224,33587.96032656022,37020
18940,21167.611569202574,23446
21424,52536.987671698174,57998
21292,35041.24675205082,37020
11925,32162.074490434406,34552
9298,12199.672784672986,6170
15654,54632.23786635706,62934
20424,37906.71871898485,35786
4394,50753.39153879957,55530
12100,36210.39199741826,39488
14743,27425.736979269765,32084
3972,39075.75167207994,35786
24081,25417.756195942904,27148
21056,25729.41025770318,24680
18884,19329.10196530207,18510
8460,12355.5559616893,8638
11967,38832.82366827629,32084
2193,39291.50367106348,39488
16663,28938.892226727603,29616
22674,37209.95377108699,37020
16629,19443.77196599887,17276
18206,8036.68527699234,8638
7653,31703.394487647212,35786
23603,30222.70747279184,35786
5169,26513.332324660707,28382
17687,27668.777275345754,29616
8672,13510.888620102003,9872
18368,18228.570485618926,22212
21884,37521.60783284728,32084
19403,21282.281569899376,16042
12694,28594.882224637207,28382
12922,5327.096487074634,7404
22210,38635.83960721281,34552
10757,34555.16615989884,32084
6297,33757.431505986584,30850
13780,29507.286879246265,35786
10718,16876.253766142738,16042
24946,15051.44445692462,9872
3681,28966.292816092384,32084
12033,24803.305308411735,27148
14568,33129.280323773026,37020
16370,22121.117107858805,18510
7275,53151.43855922934,50594
7875,30790.989833038155,32084
15470,25999.85114314395,22212
2474,31533.923308220856,30850
8108,42656.756524831864,38254
19193,39176.83367036669,35786
6919,44536.367012779556,45658
11075,13625.558620798802,7404
21252,40487.93721352336,39488
7256,34757.105571927656,32084
5076,17389.734947659497,17276
7214,20525.647800034283,14808
22343,9462.571113118158,8638
23991,45008.6350179768,40722
1880,33257.65061915222,27148
12988,35041.13445977848,38254
7660,30506.848652914996,25914
14827,12085.002783976188,8638
5605,10700.330124169886,13574
16686,40258.709504402104,41956
5590,40318.46603409699,37020
23601,33317.51944111945,27148
2763,35981.05199602466,41956
5023,24688.635307714936,22212
14100,19911.196912503117,18510
18191,42143.27534331511,49360
18268,27425.736979269765,25914
11147,11855.662782582589,7404
18220,21722.193634766503,20978
10259,26242.89143921994,30850
22681,14180.252978635077,16042
7754,40102.826327385796,34552
12759,34784.50616129244,38254
17955,46462.03373573974,54296
13490,34298.42556914046,34552
12624,7692.675274901942,8638
735,5299.58360543751,4936
17612,16247.990291656837,12340
18524,6725.469441563325,3702
23541,24573.965307018138,24680
2162,56186.38170558972,56764
7457,35311.68763749159,38254
14814,12855.336848523666,13574
24339,16390.17317399076,18510
16483,19099.76196390847,18510
13949,40373.37950509891,38254
183,42656.756524831864,37020
19561,26884.855208388228,35786
4992,9118.56111102776,11106
6718,8036.68527699234,9872
6936,40845.64751029615,38254
4089,49455.875998052936,49360
19846,20167.937503261495,23446
14081,36095.72199672146,39488
17027,28851.622815395585,29616
17893,27884.416982056962,22212
4941,36723.87317893501,35786
5313,21295.981864581765,29616
6217,17160.394946265897,17276
12967,39460.974850489845,38254
6398,13909.812093194309,8638
20869,33129.280323773026,30850
10306,57369.33953791189,62934
9181,28966.292816092384,34552
11829,24573.965307018138,27148
8456,27540.406979966563,24680
24707,10773.786948547173,9872
12146,33088.06714745351,28382
14717,30736.188654308597,25914
16701,35825.16881900835,33318
13388,10888.456949243973,7404
16888,24404.494127591777,28382
6807,28594.882224637207,32084
19128,22579.684818373655,25914
3571,35582.128522932355,35786
17821,33129.280323773026,34552
14701,46420.93285169256,46892
17604,22295.5436382505,22212
15557,27769.74698136016,25914
20619,35838.98140596308,38254
2017,-403.95973906575216,3702
15100,2447.811933185876,3702
14011,6780.382912565227,7404
16042,27884.416982056962,28382
19271,19099.76196390847,20978
19752,30790.989833038155,35786
20778,37406.93783215048,38254
3710,56328.564587923654,61700
15631,33000.91002839384,29616
17358,34743.292984972926,28382
9046,9233.231111724559,7404
1725,59822.187737071225,60466
23321,7807.345275598741,7404
914,42441.11681812066,41956
8135,28654.6387543321,29616
1470,28439.111339893236,25914
5065,28851.622815395585,24680
1780,27797.14757072494,27148
10474,38122.24613342371,40722
11398,39717.71544124823,38254
14146,12085.002783976188,7404
8570,5070.2436040439125,6170
7405,13740.228621495602,9872
11830,52807.42855713895,59232
2077,27540.406979966563,25914
10541,23790.04324006061,25914
9135,25999.85114314395,25914
18045,18985.09196321167,14808
17016,25945.049964414393,25914
19751,22350.344816980058,24680
8813,25999.85114314395,22212
23072,10429.776946456775,6170
2108,10585.660123473088,8638
21630,21080.342157870557,16042
18854,25999.85114314395,27148
20956,9003.89111033096,7404
9445,30277.5086515214,37020
15509,7578.005274205142,7404
6125,21424.352159960952,18510
13352,19329.10196530207,16042
13243,1021.9260970600616,6170
10114,50469.250358676414,54296
10704,31932.73448904081,35786
19734,23262.749471589115,19744
794,39190.42167277674,34552
8811,40258.709504402104,39488
12828,33088.06714745351,33318
13763,6725.469441563325,4936
8251,12199.78507694533,8638
150,37521.60783284728,32084
22777,50354.46806570726,49360
13130,50226.09777032807,60466
9274,15592.4385200785,17276
9214,25999.85114314395,24680
5118,26458.53114593115,25914
21645,38832.82366827629,33318
11121,22891.33888013394,27148
12658,22579.797110646,24680
16657,13510.888620102003,13574
15586,11044.340126260284,11106
22839,26728.972031371915,30850
22187,27884.416982056962,28382
322,5184.913604740711,6170
5625,36696.472589570236,39488
3719,20924.45898085424,23446
8683,27425.736979269765,22212
17992,22052.503342174514,25914
8413,30736.188654308597,37020
19692,12355.5559616893,13574
5557,25032.645309805335,29616
19781,43055.567705651825,48126
15616,8077.898453311857,11106
17814,7679.087272491898,9872
221,21438.052454643344,19744
21453,10773.786948547173,8638
18311,38947.49366897309,41956
8264,37521.60783284728,38254
20631,8064.198158629467,7404
1011,34899.17616198924,34552
23860,15051.44445692462,16042
19394,13625.558620798802,7404
10039,19640.75602706235,16042
13213,29567.04340894116,32084
7986,8064.198158629467,7404
18687,40075.42573802101,38254
8860,57328.12636159239,59232
15750,30364.778062853416,30850
14964,28966.292816092384,32084
21226,33386.02091453141,37020
8351,38805.31078663917,38254
21531,43353.409180457376,49360
16512,10659.116947850374,6170
19173,37723.43495260375,37020
18398,42170.563640407556,34552
24728,38832.82366827629,41956
24181,34811.906750657225,30850
22135,26201.79055517277,32084
16068,36439.731998811854,34552
5792,18673.550193723735,13574
22549,10888.456949243973,8638
24322,47860.406690228425,49360
21414,6496.129440169726,6170
20071,32162.074490434406,35786
18350,14336.023863379047,17276
22117,58625.641902339,62934
7810,24803.305308411735,28382
10532,42271.533346421966,40722
21567,13625.558620798802,7404
1251,56003.21023148097,54296
15568,13166.878618011606,16042
640,46448.22114878501,45658
6813,25944.93767214205,19744
24274,34271.024979775684,37020
3645,19214.431964605268,17276
1425,29310.302818182783,24680
1001,53421.879444670114,49360
17052,18017.88612987305,16042
13216,12855.336848523666,8638
17576,44394.18413044563,39488
24596,37778.34842360566,39488
22166,33243.95032446983,28382
2103,55773.87023008737,59232
18104,10888.456949243973,7404
17349,48928.694521853795,45658
12334,39176.83367036669,37020
6152,12314.342785369787,13574
5765,46833.444327194906,49360
20314,42697.85740887904,39488
13501,47374.326098076446,45658
23101,8077.898453311857,7404
10263,27155.296093828994,25914
20414,12740.666847826868,12340
10204,46563.00344175415,50594
13330,20525.647800034283,19744
11551,43096.668589698995,43190
7411,26371.261734599128,25914
15938,42312.74652274147,35786
21224,39291.50367106348,41956
5991,34656.02357364091,33318
16607,28851.622815395585,32084
16763,28851.622815395585,30850
14462,6766.682617882837,8638
21692,39062.163669669884,34552
23331,49827.28658950812,54296
20924,30736.188654308597,25914
11853,3759.1400608872395,6170
16720,46035.70967328266,55530
5010,36325.06199811506,40722
16202,25999.85114314395,23446
23137,29181.932522803592,29616
9648,36095.72199672146,38254
17359,9233.231111724559,6170
18481,15166.114457621421,14808
4684,43440.678591789394,39488
639,30621.518653611794,34552
8208,6395.2720264276595,8638
16726,39960.75573732421,37020
18209,1021.9260970600616,3702
4794,16660.61405943153,17276
12324,39447.27455580745,39488
2791,25999.85114314395,24680
14753,41684.595340527914,44424
12331,25445.269077580022,27148
1592,45893.639083221075,53062
17142,41799.26534122472,39488
5800,25032.645309805335,22212
15653,15166.114457621421,16042
12335,17673.876127782652,19744
11088,49955.65688488731,60466
9095,24674.935013032544,23446
7004,28837.922520713193,25914
3181,47732.14868712158,53062
23437,47846.81868781838,46892
19503,26343.861145234347,28382
7229,12071.414781566142,7404
19181,25999.85114314395,23446
10023,37865.50554266533,37020
13202,43481.89176810892,45658
15055,39176.83367036669,45658
15788,49158.03452324739,48126
21470,34784.50616129244,34552
7218,36210.39199741826,32084
17850,15166.114457621421,16042
21911,37406.93783215048,38254
340,27026.925798449807,34552
22574,39176.83367036669,35786
7497,28966.292816092384,28382
24556,12970.006849220466,14808
16948,7935.827863250277,8638
19514,15051.44445692462,16042
13067,10429.776946456775,8638
14772,650.627797877227,7404
20945,12882.737437888447,13574
6537,7009.722913958826,8638
3073,37521.60783284728,37020
8143,8077.898453311857,11106
4947,28723.2525200164,27148
6017,51610.88272240673,56764
6868,8077.898453311857,7404
11331,10659.116947850374,8638
8217,10773.786948547173,8638
16235,7922.127568567888,8638
21086,24573.965307018138,20978
19358,18870.421962514873,20978
9844,54719.39498541674,53062
13998,29993.36747139824,29616
17391,44495.15383646004,48126
11784,35912.43823034036,34552
10166,12382.95655105408,9872
7710,6496.129440169726,6170
22438,14936.774456227822,16042
10693,12584.8959630829,9872
2032,10773.786948547173,8638
5157,29310.302818182783,32084
15961,21978.93422552488,19744
11248,23262.749471589115,19744
13297,41028.93127667724,40722
20454,6610.799440866525,6170
22631,30506.848652914996,28382
20053,42454.81711280305,39488
21796,8219.969043373436,8638
15434,30080.524590457917,22212
22723,7922.0152762955395,8638
8398,18471.610781694915,16042
12654,27884.416982056962,25914
23120,40089.126032703396,43190
19871,20296.307798640686,13574
15769,16660.61405943153,16042
24164,41684.595340527914,39488
13809,44380.48383576325,40722
12016,37521.60783284728,40722
5211,40717.3895071893,48126
5855,48387.70045869992,46892
15900,26343.861145234347,27148
413,7578.005274205142,8638
14131,23606.759473679514,24680
12164,37906.71871898485,39488
1378,16362.660292353636,17276
8865,34555.16615989884,38254
16830,7922.127568567888,8638
24963,12199.672784672986,12340
10962,26229.191144537548,25914
20423,49428.47540868816,50594
17507,34014.172096744966,34552
6346,39988.15632668899,34552
9255,34555.16615989884,38254
11987,8036.68527699234,6170
3736,37223.654065769384,33318
9544,16592.000293747238,14808
22356,27540.406979966563,29616
16989,28338.14163387883,34552
18997,19883.796323138336,19744
22321,24803.305308411735,28382
10199,56443.23458862046,59232
9975,29993.2551791259,24680
8744,26229.191144537548,29616
14514,6766.682617882837,8638
21577,6881.352618579637,8638
5641,14166.552683952686,12340
15083,9989.864881589649,8638
2226,25743.110552385573,27148
23444,28654.751046604448,33318
19368,20525.647800034283,18510
18497,47759.54927648637,49360
7269,27884.416982056962,25914
9554,21836.8636354633,23446
7366,16247.990291656837,14808
20932,23377.419472285914,22212
14911,35655.69763958198,35786
3321,34784.50616129244,39488
16217,17903.216129176253,13574
10837,30263.80835683901,32084
24720,18714.6510777709,13574
1727,26114.52114384075,23446
22323,46306.262850995765,50594
9941,20296.307798640686,19744
858,34899.17616198924,39488
20662,26114.52114384075,19744
19317,19329.10196530207,17276
10725,32047.40448973761,29616
13869,33473.290325863425,30850
2690,39190.53396504907,33318
249,10929.670125563485,13574
7753,18714.6510777709,20978
9470,23377.419472285914,24680
15252,33372.32061984902,30850
22147,33129.280323773026,29616
2861,39062.163669669884,32084
3706,27540.406979966563,32084
24989,20754.987801427884,19744
21916,27682.477570028143,27148
15699,30864.558949687787,30850
22526,29250.546288487883,34552
17050,37365.72465583096,38254
16328,9861.49458621046,8638
20874,35155.916752747624,35786
17322,53435.69203162484,54296
19901,7935.827863250277,11106
7482,31304.58330682726,30850
4557,53206.352030231246,55530
16035,23336.318588238744,24680
22807,34669.836160595645,38254
4238,44394.18413044563,46892
7027,39176.72137809434,39488
13510,41872.722165602005,46892
3659,18356.940780998117,18510
9610,7807.345275598741,4936
4037,30621.518653611794,33318
21338,54632.23786635706,49360
13814,5138.857369728205,8638
8305,33574.14773960548,33318
2797,31061.543010751266,32084
10890,33243.95032446983,34552
7068,14822.104455531024,13574
18159,15707.108520775302,17276
11959,17673.876127782652,14808
16766,6381.571731745269,7404
5815,12085.002783976188,6170
3268,4955.573603347113,7404
13503,35797.76822964357,39488
10271,1021.9260970600616,3702
3464,39291.50367106348,38254
1444,36081.909409766726,37020
8704,31703.394487647212,28382
5651,19329.10196530207,16042
14173,17119.294062218727,17276
13841,12085.115076248532,12340
11159,9233.343403996902,6170
8261,27425.736979269765,24680
7535,39062.163669669884,38254
24479,47191.1546239677,48126
7575,15248.428517988104,17276
11756,41913.823049649174,41956
6022,50455.43777172167,45658
8761,14707.434454834223,17276
14348,55801.270819452155,60466
19030,32189.475079799187,29616
24445,34669.836160595645,29616
11893,26256.59173390233,27148
24483,44380.48383576325,39488
11199,18214.870190936537,18510
21892,19512.38573168316,19744
14574,42028.60534261831,48126
15408,18086.499895557346,23446
13559,41799.15304895237,39488
335,31277.07042519013,32084
16108,24276.123832212586,19744
20799,22180.8736375537,17276
23660,42028.60534261831,40722
24368,5597.537372515401,7404
22966,28952.592521409995,33318
4141,28581.181929954815,28382
20155,35398.957048823606,32084
23207,9375.413994058483,7404
2724,40488.0495057957,39488
11323,13625.558620798802,7404
22316,30763.589243673374,29616
17301,28723.2525200164,24680
